id,tier,family,url,h1,title_tag,primary_query,queries,impressions,clicks,conversions,words,content_blocks,top_queries
88,3,route-road,/routes/delhi-to-kashmir-road,Delhi to Kashmir by Road,"Delhi to Kashmir by Road - Time, Fare & Booking Guide | Glitz Holidays",delhi to kashmir road,23,433,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Delhi to Kashmir | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to kashmir by road (337) ; delhi to kashmir road trip (17) ; delhi to kashmir by bus (17) ; delhi to kashmir by road in december (8) ; delhi to kashmir bus (8) ; delhi to jammu kashmir by road (8) ; delhi to kashmir road (7) ; delhi to kashmir by road bike (6)
89,3,route-flight,/routes/mumbai-to-kashmir-flight,Mumbai to Kashmir by Flight,"Mumbai to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",mumbai to kashmir flight,26,384,16,0.0,800-1100,"Live fare band Mumbai to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Mumbai to Kashmir | CTA block linking to /packages/from/mumbai | FAQ drawn verbatim from the queries this page targets",mumbai to kashmir flight (217) ; mumbai to kashmir flight ticket price (39) ; cheapest flight from mumbai to kashmir (25) ; mumbai to kashmir tour packages by flight (21) ; mumbai to kashmir flight price (14) ; flight ticket from mumbai to kashmir (8) ; flight ticket mumbai to kashmir (8) ; flight mumbai to kashmir (7)
90,3,route-flight,/routes/bangalore-to-srinagar-flight,Bangalore to Srinagar by Flight,"Bangalore to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",bangalore to srinagar flight,23,383,21,4.0,800-1100,"Live fare band Bangalore to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Bangalore to Srinagar | CTA block linking to /packages/from/bangalore | FAQ drawn verbatim from the queries this page targets",bangalore to srinagar flight (273) ; bangalore to srinagar flight indigo (44) ; bangalore to srinagar flight time (10) ; bangalore to srinagar flight ticket price (7) ; cheapest flight from bangalore to srinagar (7) ; flight tickets from bangalore to srinagar (5) ; bangalore to srinagar direct flight (5) ; flight from bangalore to srinagar (4)
91,3,route-road,/routes/delhi-to-gulmarg-road,Delhi to Gulmarg by Road,"Delhi to Gulmarg by Road - Time, Fare & Booking Guide | Glitz Holidays",delhi to gulmarg road,6,364,3,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Delhi to Gulmarg | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to gulmarg by road (346) ; delhi to gulmarg by bus (6) ; delhi to gulmarg road trip (5) ; delhi to gulmarg bus (4) ; delhi to gulmarg distance (2) ; delhi to gulmarg bus ticket price (1)
92,3,route-flight,/routes/kolkata-to-kashmir-flight,Kolkata to Kashmir by Flight,"Kolkata to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",kolkata to kashmir flight,18,326,6,0.0,800-1100,"Live fare band Kolkata to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Kolkata to Kashmir | CTA block linking to /packages/from/kolkata | FAQ drawn verbatim from the queries this page targets",kolkata to kashmir flight ticket price (215) ; kolkata to kashmir flight (30) ; kolkata to kashmir tour flight (14) ; kolkata to kashmir flight journey (12) ; kolkata to kashmir by flight (12) ; kolkata to kashmir tour by flight (8) ; kolkata to kashmir flight ticket (8) ; kolkata to kashmir flight time (7)
93,3,route-flight,/routes/delhi-to-srinagar-flight,Delhi to Srinagar by Flight,"Delhi to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",delhi to srinagar flight,44,319,11,1.0,800-1100,"Live fare band Delhi to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Delhi to Srinagar | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to srinagar flight (179) ; delhi to srinagar flight ticket price (22) ; delhi to srinagar flight price (16) ; delhi to srinagar flight indigo (11) ; delhi to srinagar by flight (9) ; flight from delhi to srinagar (8) ; delhi to srinagar package tour flight (7) ; airfare from delhi to srinagar (6)
94,3,route-train,/routes/howrah-to-kashmir-train,Howrah to Kashmir by Train,"Howrah to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",howrah to kashmir train,11,317,3,0.0,800-1100,"Actual train names and numbers on the Howrah to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Howrah to Kashmir | CTA block linking to /packages/from/howrah | FAQ drawn verbatim from the queries this page targets",howrah to kashmir train journey (179) ; howrah to kashmir train (54) ; howrah to kashmir by train (26) ; howrah to kashmir train ticket price (26) ; howrah to kashmir train ticket (19) ; howrah to jammu kashmir train (4) ; howrah to kashmir train time (3) ; howrah to kashmir tour by train (2)
95,3,route-train,/routes/lucknow-to-kashmir-train,Lucknow to Kashmir by Train,"Lucknow to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",lucknow to kashmir train,6,313,5,0.0,800-1100,"Actual train names and numbers on the Lucknow to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Lucknow to Kashmir | CTA block linking to /packages/from/lucknow | FAQ drawn verbatim from the queries this page targets",lucknow to kashmir by train (305) ; lucknow to kashmir train (3) ; lucknow to kashmir train ticket price (2) ; lucknow to kashmir train ticket (1) ; lucknow to kashmir distance by train (1) ; train from lucknow to kashmir (1)
96,3,route-flight,/routes/chandigarh-to-kashmir-flight,Chandigarh to Kashmir by Flight,"Chandigarh to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",chandigarh to kashmir flight,16,311,28,2.0,800-1100,"Live fare band Chandigarh to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Chandigarh to Kashmir | CTA block linking to /packages/from/chandigarh | FAQ drawn verbatim from the queries this page targets",chandigarh to kashmir flight (227) ; chandigarh to kashmir flight time (15) ; flight from chandigarh to kashmir (15) ; flight tickets from chandigarh to kashmir (11) ; chandigarh to kashmir flight price (9) ; chandigarh to kashmir flight ticket price (8) ; flight chandigarh to kashmir (7) ; chandigarh to kashmir air ticket price (4)
97,3,route-train,/routes/banihal-to-srinagar-train,Banihal to Srinagar by Train,"Banihal to Srinagar by Train - Time, Fare & Booking Guide | Glitz Holidays",banihal to srinagar train,16,309,2,0.0,800-1100,"Actual train names and numbers on the Banihal to Srinagar corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Banihal to Srinagar | CTA block linking to /packages/from/banihal | FAQ drawn verbatim from the queries this page targets",banihal to srinagar train (122) ; banihal to srinagar train journey (63) ; train journey from banihal to srinagar (49) ; banihal to srinagar by train (25) ; banihal to srinagar train in winter (23) ; banihal to srinagar train winter (11) ; banihal to srinagar train in summer (3) ; banihal to srinagar train in december (2)
98,3,route-flight,/routes/pune-to-kashmir-flight,Pune to Kashmir by Flight,"Pune to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",pune to kashmir flight,15,301,19,1.0,800-1100,"Live fare band Pune to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Pune to Kashmir | CTA block linking to /packages/from/pune | FAQ drawn verbatim from the queries this page targets",pune to kashmir flight (239) ; pune to kashmir flight ticket price (29) ; pune to kashmir flight ticket (6) ; flight from pune to kashmir (4) ; pune to kashmir flight price (4) ; pune to kashmir flight rate (3) ; pune to kashmir time by flight (3) ; flight ticket pune to kashmir (3)
99,3,route-flight,/routes/hyderabad-to-kashmir-flight,Hyderabad to Kashmir by Flight,"Hyderabad to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",hyderabad to kashmir flight,20,296,32,4.0,800-1100,"Live fare band Hyderabad to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Hyderabad to Kashmir | CTA block linking to /packages/from/hyderabad | FAQ drawn verbatim from the queries this page targets",hyderabad to kashmir flight (204) ; hyderabad to kashmir flight ticket price (25) ; hyderabad to kashmir flight price (15) ; hyderabad to kashmir flight ticket (12) ; flight from hyderabad to kashmir (8) ; hyderabad to kashmir flight time (6) ; hyderabad to jammu kashmir flight ticket price (5) ; flight tickets from hyderabad to kashmir (4)
100,3,route-train,/routes/kolkata-to-kashmir-train,Kolkata to Kashmir by Train,"Kolkata to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",kolkata to kashmir train,18,276,3,0.0,800-1100,"Actual train names and numbers on the Kolkata to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Kolkata to Kashmir | CTA block linking to /packages/from/kolkata | FAQ drawn verbatim from the queries this page targets",kolkata to kashmir by train (74) ; kolkata to kashmir train ticket price (64) ; kolkata to kashmir train journey (49) ; kolkata to kashmir tour by train (26) ; kolkata to kashmir train (24) ; kolkata to kashmir tour package price by train (8) ; kolkata to kashmir tour train (6) ; kolkata to kashmir best train (4)
101,3,route-road,/routes/katra-to-pahalgam-road,Katra to Pahalgam by Road,"Katra to Pahalgam by Road - Time, Fare & Booking Guide | Glitz Holidays",katra to pahalgam road,5,272,4,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Katra to Pahalgam | CTA block linking to /packages/from/katra | FAQ drawn verbatim from the queries this page targets",katra to pahalgam by road (267) ; katra to pahalgam bus (2) ; katra to pahalgam by bus (1) ; katra to pahalgam distance (1) ; katra to pahalgam road (1)
102,3,route-road,/routes/delhi-to-katra-road,Delhi to Katra by Road,"Delhi to Katra by Road - Time, Fare & Booking Guide | Glitz Holidays",delhi to katra road,5,264,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Delhi to Katra | CTA block linking to /packages/from/delhi | FAQ drawn verbatim from the queries this page targets",delhi to katra by road (239) ; delhi to katra road trip (18) ; express road delhi to katra (5) ; delhi to katra via road (1) ; delhi to katra bus journey (1)
103,3,route-flight,/routes/lucknow-to-kashmir-flight,Lucknow to Kashmir by Flight,"Lucknow to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",lucknow to kashmir flight,11,256,22,1.0,800-1100,"Live fare band Lucknow to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Lucknow to Kashmir | CTA block linking to /packages/from/lucknow | FAQ drawn verbatim from the queries this page targets",lucknow to kashmir flight (181) ; flight from lucknow to kashmir (20) ; lucknow to kashmir by flight (19) ; lucknow to kashmir flight ticket price (13) ; lucknow to kashmir flight ticket (7) ; lucknow to kashmir flight price (6) ; flight tickets from lucknow to kashmir (4) ; flight lucknow to kashmir (2)
104,3,route-road,/routes/srinagar-to-sonmarg-road,Srinagar to Sonmarg by Road,"Srinagar to Sonmarg by Road - Time, Fare & Booking Guide | Glitz Holidays",srinagar to sonmarg road,11,245,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Srinagar to Sonmarg | CTA block linking to /packages/from/srinagar | FAQ drawn verbatim from the queries this page targets",srinagar to sonmarg by road (191) ; srinagar to sonmarg by bus (16) ; srinagar to sonmarg road (14) ; srinagar to sonmarg by road in december (8) ; srinagar to sonmarg taxi fare (5) ; road from srinagar to sonmarg (3) ; srinagar to sonmarg distance (3) ; srinagar to sonmarg bus (2)
105,3,route-road,/routes/srinagar-to-ladakh-road,Srinagar to Ladakh by Road,"Srinagar to Ladakh by Road - Time, Fare & Booking Guide | Glitz Holidays",srinagar to ladakh road,16,243,1,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Srinagar to Ladakh | CTA block linking to /packages/from/srinagar | FAQ drawn verbatim from the queries this page targets",srinagar to leh ladakh road trip (182) ; srinagar to ladakh road trip (11) ; srinagar to ladakh by bus (10) ; srinagar to ladakh by road (7) ; srinagar to ladakh road (7) ; srinagar to leh ladakh road trip bike (4) ; srinagar to leh ladakh road trip by car (4) ; srinagar to leh ladakh by road (4)
106,3,route-road,/routes/katra-to-kashmir-road,Katra to Kashmir by Road,"Katra to Kashmir by Road - Time, Fare & Booking Guide | Glitz Holidays",katra to kashmir road,6,235,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Katra to Kashmir | CTA block linking to /packages/from/katra | FAQ drawn verbatim from the queries this page targets",katra to kashmir by road (181) ; katra to kashmir taxi fare (28) ; katra to kashmir distance (18) ; katra to kashmir by bus (4) ; katra to kashmir km (3) ; distance from katra to kashmir (1)
107,3,route-train,/routes/jammu-to-kashmir-train,Jammu to Kashmir by Train,"Jammu to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",jammu to kashmir train,15,235,6,0.0,800-1100,"Actual train names and numbers on the Jammu to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Jammu to Kashmir | CTA block linking to /packages/from/jammu | FAQ drawn verbatim from the queries this page targets",jammu to kashmir train (153) ; jammu to kashmir train route (29) ; jammu to kashmir by train (26) ; jammu to kashmir train ticket price (8) ; jammu to kashmir railway (5) ; jammu to kashmir train kab chalegi (3) ; jammu to kashmir train time table (2) ; jammu to kashmir train number (2)
108,3,route-flight,/routes/pune-to-srinagar-flight,Pune to Srinagar by Flight,"Pune to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",pune to srinagar flight,13,230,4,0.0,800-1100,"Live fare band Pune to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Pune to Srinagar | CTA block linking to /packages/from/pune | FAQ drawn verbatim from the queries this page targets",pune to srinagar flight (179) ; airfare from pune to srinagar (14) ; pune to srinagar flight indigo (10) ; flight from pune to srinagar (7) ; pune to srinagar flight ticket price (5) ; pune to srinagar flight ticket (4) ; pune to srinagar cheapest flight (2) ; pune to srinagar flight time (2)
109,3,route-flight,/routes/chennai-to-kashmir-flight,Chennai to Kashmir by Flight,"Chennai to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",chennai to kashmir flight,17,207,18,1.0,800-1100,"Live fare band Chennai to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Chennai to Kashmir | CTA block linking to /packages/from/chennai | FAQ drawn verbatim from the queries this page targets",chennai to kashmir flight (124) ; chennai to kashmir flight ticket price (36) ; chennai to kashmir flight indigo (20) ; chennai to kashmir flight price (7) ; chennai to kashmir travel time by flight (2) ; chennai to kashmir flight travel time (2) ; flight from chennai to kashmir (2) ; chennai to kashmir flight time (2)
110,3,route-road,/routes/udhampur-to-srinagar-road,Udhampur to Srinagar by Road,"Udhampur to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",udhampur to srinagar road,6,189,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Udhampur to Srinagar | CTA block linking to /packages/from/udhampur | FAQ drawn verbatim from the queries this page targets",udhampur to srinagar road (92) ; udhampur to srinagar by road (82) ; udhampur to srinagar bus (12) ; jksrtc bus from udhampur to srinagar (1) ; udhampur to srinagar by bus (1) ; udhampur to srinagar taxi fare (1)
111,3,route-road,/routes/katra-to-gulmarg-road,Katra to Gulmarg by Road,"Katra to Gulmarg by Road - Time, Fare & Booking Guide | Glitz Holidays",katra to gulmarg road,5,185,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Katra to Gulmarg | CTA block linking to /packages/from/katra | FAQ drawn verbatim from the queries this page targets",katra to gulmarg by road (161) ; katra to gulmarg distance (10) ; katra to gulmarg taxi fare (9) ; katra to gulmarg by bus (4) ; katra to gulmarg distance taxi fare (1)
112,3,route-road,/routes/jammu-to-kashmir-road,Jammu to Kashmir by Road,"Jammu to Kashmir by Road - Time, Fare & Booking Guide | Glitz Holidays",jammu to kashmir road,17,177,9,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Jammu to Kashmir | CTA block linking to /packages/from/jammu | FAQ drawn verbatim from the queries this page targets",jammu to kashmir by road (61) ; jammu to kashmir taxi fare (37) ; jammu to kashmir distance (36) ; jammu to kashmir road trip (11) ; jammu to kashmir road (9) ; jammu to kashmir by bus (5) ; jammu to kashmir distance by road (3) ; jammu katra to kashmir distance (2)
113,3,route-road,/routes/jammu-to-gulmarg-road,Jammu to Gulmarg by Road,"Jammu to Gulmarg by Road - Time, Fare & Booking Guide | Glitz Holidays",jammu to gulmarg road,4,172,1,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Jammu to Gulmarg | CTA block linking to /packages/from/jammu | FAQ drawn verbatim from the queries this page targets",jammu to gulmarg by road (152) ; jammu to gulmarg taxi fare (10) ; jammu to gulmarg distance (8) ; jammu to gulmarg distance in km (2)
114,3,route-flight,/routes/ahmedabad-to-srinagar-flight,Ahmedabad to Srinagar by Flight,"Ahmedabad to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",ahmedabad to srinagar flight,17,167,2,0.0,800-1100,"Live fare band Ahmedabad to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Ahmedabad to Srinagar | CTA block linking to /packages/from/ahmedabad | FAQ drawn verbatim from the queries this page targets",airfare from ahmedabad to srinagar (109) ; ahmedabad to srinagar flight (32) ; ahmedabad to srinagar direct flight (5) ; indigo flight from ahmedabad to srinagar (3) ; direct flight from ahmedabad to srinagar (3) ; ahmedabad to srinagar flight rate (2) ; ahmedabad to srinagar flight price (2) ; flight from ahmedabad to srinagar (2)
115,3,route-flight,/routes/jaipur-to-kashmir-flight,Jaipur to Kashmir by Flight,"Jaipur to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",jaipur to kashmir flight,7,161,15,0.0,800-1100,"Live fare band Jaipur to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Jaipur to Kashmir | CTA block linking to /packages/from/jaipur | FAQ drawn verbatim from the queries this page targets",jaipur to kashmir flight (127) ; jaipur to kashmir flight ticket price (9) ; jaipur to kashmir flight ticket (8) ; flight from jaipur to kashmir (7) ; jaipur to kashmir flight time (5) ; jaipur to kashmir flight price (3) ; flight jaipur to kashmir (2)
116,3,route-flight,/routes/kolkata-to-srinagar-flight,Kolkata to Srinagar by Flight,"Kolkata to Srinagar by Flight - Time, Fare & Booking Guide | Glitz Holidays",kolkata to srinagar flight,18,161,5,1.0,800-1100,"Live fare band Kolkata to Srinagar, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Kolkata to Srinagar | CTA block linking to /packages/from/kolkata | FAQ drawn verbatim from the queries this page targets",airfare from kolkata to srinagar (88) ; kolkata to srinagar flight (32) ; kolkata to srinagar flight price (8) ; kolkata to srinagar flight ticket price (7) ; cheapest flight from kolkata to srinagar (6) ; kolkata to srinagar direct flight (3) ; indigo direct flight from kolkata to srinagar (3) ; flight from kolkata to srinagar (2)
117,3,route-flight,/routes/kochi-to-kashmir-flight,Kochi to Kashmir by Flight,"Kochi to Kashmir by Flight - Time, Fare & Booking Guide | Glitz Holidays",kochi to kashmir flight,11,159,22,1.0,800-1100,"Live fare band Kochi to Kashmir, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Kochi to Kashmir | CTA block linking to /packages/from/kochi | FAQ drawn verbatim from the queries this page targets",kochi to kashmir flight (122) ; kochi to kashmir flight price (7) ; flight from kochi to kashmir (6) ; kochi to kashmir flight ticket price (6) ; kochi to kashmir flight indigo (4) ; flight ticket from kochi to kashmir (4) ; kochi to kashmir flight charge (4) ; kochi to kashmir flight duration (3)
118,3,route-road,/routes/chandigarh-to-srinagar-road,Chandigarh to Srinagar by Road,"Chandigarh to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",chandigarh to srinagar road,5,152,2,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Chandigarh to Srinagar | CTA block linking to /packages/from/chandigarh | FAQ drawn verbatim from the queries this page targets",chandigarh to srinagar by road (138) ; chandigarh to srinagar by bus (6) ; chandigarh to srinagar road trip (5) ; chandigarh to srinagar bus (2) ; bus chandigarh to srinagar (1)
119,3,route-road,/routes/srinagar-to-leh-road,Srinagar to Leh by Road,"Srinagar to Leh by Road - Time, Fare & Booking Guide | Glitz Holidays",srinagar to leh road,30,150,5,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Srinagar to Leh | CTA block linking to /packages/from/srinagar | FAQ drawn verbatim from the queries this page targets",srinagar to leh by bus (29) ; srinagar to leh by road (27) ; srinagar to leh road (17) ; srinagar to leh taxi service (13) ; srinagar to leh taxi fare (12) ; srinagar to leh taxi (8) ; srinagar to leh road trip (6) ; road trip from srinagar to leh (5)
120,3,route-train,/routes/hyderabad-to-kashmir-train,Hyderabad to Kashmir by Train,"Hyderabad to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",hyderabad to kashmir train,10,143,3,0.0,800-1100,"Actual train names and numbers on the Hyderabad to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Hyderabad to Kashmir | CTA block linking to /packages/from/hyderabad | FAQ drawn verbatim from the queries this page targets",hyderabad to kashmir by train (50) ; hyderabad to kashmir train (48) ; hyderabad to kashmir train ticket price (15) ; hyderabad to kashmir train journey (12) ; hyderabad to jammu kashmir train (12) ; hyderabad to jammu kashmir train ticket price (2) ; hyderabad to jammu kashmir trains (1) ; hyderabad to kashmir trains (1)
121,3,route-train,/routes/chandigarh-to-kashmir-train,Chandigarh to Kashmir by Train,"Chandigarh to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",chandigarh to kashmir train,5,141,5,0.0,800-1100,"Actual train names and numbers on the Chandigarh to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Chandigarh to Kashmir | CTA block linking to /packages/from/chandigarh | FAQ drawn verbatim from the queries this page targets",chandigarh to kashmir train (78) ; chandigarh to kashmir by train (49) ; train from chandigarh to kashmir (10) ; chandigarh to kashmir train price (3) ; chandigarh to kashmir train ticket price (1)
122,3,route-train,/routes/mumbai-to-srinagar-train,Mumbai to Srinagar by Train,"Mumbai to Srinagar by Train - Time, Fare & Booking Guide | Glitz Holidays",mumbai to srinagar train,12,138,10,0.0,800-1100,"Actual train names and numbers on the Mumbai to Srinagar corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Mumbai to Srinagar | CTA block linking to /packages/from/mumbai | FAQ drawn verbatim from the queries this page targets",mumbai to srinagar train (78) ; train from mumbai to srinagar kashmir (14) ; mumbai to srinagar by train (11) ; mumbai to srinagar train ticket price (8) ; how to go mumbai to srinagar by train (8) ; how to travel from mumbai to srinagar by train (5) ; mumbai to srinagar train price (5) ; mumbai to srinagar kashmir train (3)
123,3,route-road,/routes/jammu-to-patnitop-road,Jammu to Patnitop by Road,"Jammu to Patnitop by Road - Time, Fare & Booking Guide | Glitz Holidays",jammu to patnitop road,4,137,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Jammu to Patnitop | CTA block linking to /packages/from/jammu | FAQ drawn verbatim from the queries this page targets",jammu to patnitop by road (134) ; jammu to patnitop by bus (1) ; jammu to patnitop road (1) ; jammu to patnitop distance (1)
